name_with_owner,url,stars,created_at,pushed_at,closed_issues,total_issues,age_years,age_days,merged_pull_requests,releases,days_since_update,primary_language,closed_issues_ratio
colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,66935,2026-01-18T21:45:37+00:00,2026-08-08T02:56:05+00:00,480,644,0.58,212.04,458,30,10.83,C,0.7453
headroomlabs-ai/headroom,https://github.com/headroomlabs-ai/headroom,66786,2026-01-07T19:58:51+00:00,2026-08-18T22:23:04+00:00,684,927,0.61,223.12,1454,162,0.02,Python,0.7379
bradtraversy/design-resources-for-developers,https://github.com/bradtraversy/design-resources-for-developers,66687,2020-05-06T14:40:35+00:00,2026-05-24T10:07:48+00:00,0,0,6.28,2295.34,978,0,86.53,Undefined,0.0
xtekky/gpt4free,https://github.com/xtekky/gpt4free,66558,2023-03-29T17:00:43+00:00,2026-08-13T12:29:10+00:00,2045,2047,3.39,1238.24,911,503,5.43,Python,0.999
sindresorhus/awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,66554,2014-07-11T13:35:34+00:00,2026-05-03T08:24:10+00:00,102,105,12.11,4421.38,421,0,107.6,Undefined,0.9714
leonardomso/33-js-concepts,https://github.com/leonardomso/33-js-concepts,66510,2018-09-04T13:27:04+00:00,2026-08-02T14:51:44+00:00,120,121,7.95,2905.39,269,0,16.33,JavaScript,0.9917
cline/cline,https://github.com/cline/cline,66425,2024-07-06T07:28:10+00:00,2026-08-18T22:35:07+00:00,3722,4378,2.12,773.64,4442,373,0.01,TypeScript,0.8502
TheAlgorithms/Java,https://github.com/TheAlgorithms/Java,66164,2016-07-16T10:21:02+00:00,2026-08-17T20:39:55+00:00,1244,1249,10.09,3685.52,2391,0,1.09,Java,0.996
webpack/webpack,https://github.com/webpack/webpack,65968,2012-03-10T10:08:14+00:00,2026-08-18T21:33:20+00:00,10169,10228,14.44,5274.53,6354,462,0.05,JavaScript,0.9942
facebook/docusaurus,https://github.com/facebook/docusaurus,65959,2017-06-20T16:13:53+00:00,2026-08-13T14:19:29+00:00,3175,3468,9.16,3346.27,5848,157,5.35,TypeScript,0.9155
prometheus/prometheus,https://github.com/prometheus/prometheus,65744,2012-11-24T11:14:12+00:00,2026-08-18T14:39:30+00:00,6036,6545,13.73,5015.48,8842,377,0.34,Go,0.9222
LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,65722,2024-05-30T09:18:10+00:00,2026-08-18T22:10:29+00:00,1453,1953,2.22,810.56,8031,0,0.03,C++,0.744
kelseyhightower/nocode,https://github.com/kelseyhightower/nocode,65640,2018-02-06T23:54:00+00:00,2024-08-07T03:19:12+00:00,737,4965,8.53,3114.95,1,1,741.81,Dockerfile,0.1484
dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,65614,2018-02-17T22:40:20+00:00,2026-08-13T14:46:28+00:00,2730,2748,8.5,3104.01,1165,85,5.33,Rust,0.9934
alacritty/alacritty,https://github.com/alacritty/alacritty,65423,2016-02-18T05:02:30+00:00,2026-08-17T19:36:06+00:00,6016,6345,10.5,3834.74,1937,108,1.13,Rust,0.9481
microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,65415,2021-03-03T16:27:36+00:00,2026-07-21T11:11:48+00:00,185,197,5.46,1994.26,312,0,28.48,Jupyter Notebook,0.9391
Fission-AI/OpenSpec,https://github.com/Fission-AI/OpenSpec,65387,2025-08-05T10:37:45+00:00,2026-08-17T01:46:12+00:00,490,597,1.04,378.51,560,44,1.88,TypeScript,0.8208
santifer/career-ops,https://github.com/santifer/career-ops,65327,2026-04-04T18:21:18+00:00,2026-08-18T18:16:37+00:00,844,1030,0.37,136.19,1082,35,0.19,JavaScript,0.8194
lydiahallie/javascript-questions,https://github.com/lydiahallie/javascript-questions,65317,2019-06-12T08:26:27+00:00,2024-08-04T16:08:40+00:00,233,253,7.19,2624.6,327,0,744.28,Undefined,0.9209
kdn251/interviews,https://github.com/kdn251/interviews,65213,2017-02-14T18:19:25+00:00,2025-05-12T12:56:04+00:00,24,59,9.51,3472.19,42,0,463.41,Java,0.4068
localstack/localstack,https://github.com/localstack/localstack,65146,2016-10-25T23:48:03+00:00,2026-03-23T08:52:01+00:00,6178,6178,9.81,3583.96,6814,106,148.58,Python,1.0
docling-project/docling,https://github.com/docling-project/docling,65074,2024-07-09T07:50:26+00:00,2026-08-18T16:22:05+00:00,1072,1968,2.11,770.62,1134,206,0.27,Python,0.5447
Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,64889,2023-06-04T02:29:14+00:00,2026-08-18T20:34:21+00:00,3448,3742,3.21,1171.85,1565,34,0.09,JavaScript,0.9214
gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,64677,2025-12-14T14:17:12+00:00,2026-05-31T17:46:54+00:00,1890,1890,0.68,247.35,1202,78,79.21,JavaScript,1.0
shanraisshan/claude-code-best-practice,https://github.com/shanraisshan/claude-code-best-practice,64674,2025-10-31T14:15:28+00:00,2026-08-18T06:37:38+00:00,48,52,0.8,291.36,48,0,0.67,HTML,0.9231
nocodb/nocodb,https://github.com/nocodb/nocodb,64583,2017-10-29T18:51:48+00:00,2026-08-18T13:41:20+00:00,4357,4751,8.8,3215.16,6478,198,0.38,TypeScript,0.9171
traefik/traefik,https://github.com/traefik/traefik,64485,2015-09-13T19:04:02+00:00,2026-08-18T15:12:24+00:00,6133,6823,10.93,3992.16,5522,552,0.32,Go,0.8989
warpdotdev/warp,https://github.com/warpdotdev/warp,64324,2021-07-08T18:48:08+00:00,2026-08-18T22:35:51+00:00,6981,10809,5.11,1867.17,2153,56,0.01,Rust,0.6459
ryanoasis/nerd-fonts,https://github.com/ryanoasis/nerd-fonts,64292,2014-12-05T04:31:17+00:00,2026-08-10T11:01:16+00:00,1142,1157,11.7,4274.76,610,39,8.49,CSS,0.987
keras-team/keras,https://github.com/keras-team/keras,64239,2015-03-28T00:35:42+00:00,2026-08-18T18:47:41+00:00,12734,12872,11.39,4161.93,5204,93,0.17,Python,0.9893
tw93/Mole,https://github.com/tw93/Mole,64118,2025-09-23T06:38:40+00:00,2026-08-17T19:11:17+00:00,894,897,0.9,329.67,335,61,1.15,Shell,0.9967
scrapy/scrapy,https://github.com/scrapy/scrapy,63941,2010-02-22T02:01:14+00:00,2026-08-18T15:47:36+00:00,3025,3301,16.49,6021.87,2800,52,0.29,Python,0.9164
rust-lang/rustlings,https://github.com/rust-lang/rustlings,63895,2015-09-15T02:25:18+00:00,2026-08-11T11:46:06+00:00,746,770,10.93,3990.85,952,46,7.46,Rust,0.9688
mem0ai/mem0,https://github.com/mem0ai/mem0,63541,2023-06-20T08:58:36+00:00,2026-08-18T15:51:45+00:00,1843,2100,3.16,1155.58,2512,381,0.29,Python,0.8776
commaai/openpilot,https://github.com/commaai/openpilot,63447,2016-11-24T01:33:30+00:00,2026-08-18T22:32:12+00:00,3223,3300,9.73,3554.88,13293,63,0.01,Python,0.9767
FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,63428,2011-04-14T14:12:38+00:00,2026-08-18T22:27:01+00:00,0,0,15.35,5605.36,0,0,0.01,C,0.0
tldr-pages/tldr,https://github.com/tldr-pages/tldr,63422,2013-12-08T07:34:43+00:00,2026-08-18T18:37:08+00:00,1558,1789,12.69,4636.63,19497,6,0.17,Markdown,0.8709
ZhuLinsen/daily_stock_analysis,https://github.com/ZhuLinsen/daily_stock_analysis,63293,2026-01-10T06:43:20+00:00,2026-08-17T13:41:19+00:00,778,816,0.6,220.67,671,34,1.38,Python,0.9534
socketio/socket.io,https://github.com/socketio/socket.io,63190,2010-03-11T18:24:48+00:00,2026-07-24T14:44:59+00:00,3500,3664,16.44,6004.18,450,98,25.34,TypeScript,0.9552
asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,63130,2025-05-03T02:43:56+00:00,2026-08-18T05:07:02+00:00,41,61,1.29,472.84,32,0,0.74,JavaScript,0.6721
virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,62946,2024-11-29T16:30:01+00:00,2026-08-07T17:21:58+00:00,227,279,1.72,627.26,53,11,11.23,Python,0.8136
resume/resume.github.com,https://github.com/resume/resume.github.com,62888,2011-02-06T13:39:55+00:00,2023-02-15T06:38:51+00:00,67,131,15.53,5672.38,84,0,1280.67,JavaScript,0.5115
NanmiCoder/MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,62853,2023-06-09T12:14:34+00:00,2026-08-14T08:19:00+00:00,466,626,3.19,1166.44,142,0,4.6,Python,0.7444
jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,62672,2017-05-25T20:58:42+00:00,2026-08-14T09:09:47+00:00,1797,1805,9.23,3372.08,42,187,4.57,JavaScript,0.9956
git/git,https://github.com/git/git,62642,2008-07-23T14:21:26+00:00,2026-08-18T16:26:48+00:00,0,0,18.07,6600.35,4,0,0.26,C,0.0
pathwaycom/pathway,https://github.com/pathwaycom/pathway,62427,2022-11-27T13:01:14+00:00,2026-08-18T20:50:55+00:00,142,171,3.72,1360.41,30,89,0.08,Python,0.8304
usememos/memos,https://github.com/usememos/memos,62337,2021-12-08T15:30:18+00:00,2026-08-18T15:39:24+00:00,3016,3042,4.69,1714.3,2078,96,0.3,Go,0.9915
topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,62287,2016-09-08T12:42:53+00:00,2026-08-18T18:38:55+00:00,6562,6612,9.94,3631.42,1723,156,0.17,Kotlin,0.9924
youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,62205,2019-12-14T12:05:42+00:00,2026-08-03T02:57:08+00:00,68,281,6.68,2439.45,2311,0,15.83,Shell,0.242
karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,62192,2022-12-28T00:51:12+00:00,2025-11-12T19:52:34+00:00,115,363,3.64,1329.91,45,0,279.12,Python,0.3168
withastro/astro,https://github.com/withastro/astro,61852,2021-03-15T17:19:47+00:00,2026-08-18T21:51:52+00:00,6512,6542,5.43,1982.23,9199,1000,0.04,TypeScript,0.9954
PlexPt/awesome-chatgpt-prompts-zh,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,61670,2022-12-12T01:55:03+00:00,2026-04-28T10:52:14+00:00,62,101,3.68,1345.87,33,0,112.5,Undefined,0.6139
sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,61565,2025-04-28T11:42:16+00:00,2026-07-17T13:54:28+00:00,460,496,1.31,477.46,2,0,32.37,Python,0.9274
reduxjs/redux,https://github.com/reduxjs/redux,61509,2015-05-29T23:53:15+00:00,2026-08-02T00:52:12+00:00,2036,2076,11.22,4098.95,1767,78,16.91,TypeScript,0.9807
FuelLabs/sway,https://github.com/FuelLabs/sway,61499,2021-01-19T20:54:33+00:00,2026-08-14T14:48:39+00:00,2437,3316,5.58,2037.08,3715,189,4.33,Rust,0.7349
minio/minio,https://github.com/minio/minio,61388,2015-01-14T19:23:58+00:00,2026-04-24T17:54:39+00:00,7841,7885,11.59,4234.14,9882,521,116.2,Go,0.9944
lodash/lodash,https://github.com/lodash/lodash,61291,2012-04-07T04:11:46+00:00,2026-07-03T19:48:01+00:00,4308,4362,14.36,5246.77,644,4,46.12,JavaScript,0.9876
2dust/v2rayNG,https://github.com/2dust/v2rayNG,61269,2019-05-15T02:15:31+00:00,2026-08-17T02:20:43+00:00,4057,4069,7.26,2652.86,665,307,1.85,Kotlin,0.9971
RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,61020,2024-01-14T18:05:21+00:00,2026-08-18T09:16:25+00:00,1256,2045,2.59,947.2,367,4,0.56,Python,0.6142
Solido/awesome-flutter,https://github.com/Solido/awesome-flutter,60952,2017-05-07T11:45:27+00:00,2026-04-21T19:06:09+00:00,0,0,9.28,3390.46,452,0,119.15,Dart,0.0
upstash/context7,https://github.com/upstash/context7,60940,2025-03-26T23:40:39+00:00,2026-08-18T17:30:11+00:00,2227,2245,1.4,509.96,481,105,0.22,TypeScript,0.992
h5bp/Front-end-Developer-Interview-Questions,https://github.com/h5bp/Front-end-Developer-Interview-Questions,60876,2012-02-09T23:34:10+00:00,2026-06-16T23:06:47+00:00,143,185,14.52,5303.97,485,0,62.99,Nunjucks,0.773
1c7/chinese-independent-developer,https://github.com/1c7/chinese-independent-developer,60846,2017-09-21T11:08:23+00:00,2026-08-17T11:49:56+00:00,359,360,8.91,3253.49,741,0,1.46,Python,0.9972
xingshaocheng/architect-awesome,https://github.com/xingshaocheng/architect-awesome,60838,2018-04-06T13:30:58+00:00,2024-04-11T11:32:12+00:00,23,71,8.37,3056.39,49,0,859.47,Undefined,0.3239
ChrisTitusTech/winutil,https://github.com/ChrisTitusTech/winutil,60806,2022-04-28T02:25:19+00:00,2026-08-18T15:40:07+00:00,2352,2375,4.31,1573.85,1455,45,0.3,PowerShell,0.9903
tw93/Pake,https://github.com/tw93/Pake,60805,2022-10-14T09:32:57+00:00,2026-08-15T14:51:04+00:00,568,568,3.85,1404.55,162,51,3.33,Rust,1.0
atom/atom,https://github.com/atom/atom,60778,2012-01-20T18:18:21+00:00,2023-01-03T10:49:48+00:00,16149,17111,14.58,5324.19,3937,538,1323.5,JavaScript,0.9438
nuxt/nuxt,https://github.com/nuxt/nuxt,60762,2016-10-26T11:18:47+00:00,2026-08-18T18:54:05+00:00,17118,17484,9.81,3583.48,8306,291,0.16,TypeScript,0.9791
ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,60737,2022-09-11T16:39:45+00:00,2026-08-18T16:38:56+00:00,12842,12890,3.94,1437.26,5428,449,0.26,Python,0.9963
coollabsio/coolify,https://github.com/coollabsio/coolify,60728,2021-01-25T20:54:01+00:00,2026-08-18T22:19:55+00:00,3346,3960,5.56,2031.08,2782,691,0.02,PHP,0.8449
pocketbase/pocketbase,https://github.com/pocketbase/pocketbase,60724,2022-07-05T06:06:21+00:00,2026-08-18T19:56:17+00:00,2018,2037,4.12,1505.7,55,284,0.12,Go,0.9907
microsoft/autogen,https://github.com/microsoft/autogen,60500,2023-08-18T11:43:45+00:00,2026-04-15T11:59:09+00:00,2519,3077,3.0,1096.46,2537,98,125.45,Python,0.8187
pi-hole/pi-hole,https://github.com/pi-hole/pi-hole,60447,2014-06-08T15:02:55+00:00,2026-08-04T11:14:35+00:00,3125,3147,12.2,4454.32,2237,126,14.48,Shell,0.993
adam-p/markdown-here,https://github.com/adam-p/markdown-here,60249,2012-05-13T03:27:22+00:00,2025-08-22T00:21:50+00:00,334,635,14.27,5210.81,27,17,361.93,JavaScript,0.526
marktext/marktext,https://github.com/marktext/marktext,60245,2017-11-12T16:05:25+00:00,2026-07-27T03:16:54+00:00,2827,3438,8.76,3201.28,1371,47,22.81,TypeScript,0.8223
pbakaus/impeccable,https://github.com/pbakaus/impeccable,60213,2025-11-16T01:52:04+00:00,2026-08-18T18:33:42+00:00,188,233,0.76,275.87,272,45,0.18,JavaScript,0.8069
sharkdp/bat,https://github.com/sharkdp/bat,60207,2018-04-21T10:52:23+00:00,2026-08-11T14:39:20+00:00,1303,1629,8.33,3041.5,1665,43,7.34,Rust,0.7999
spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,60201,2010-12-08T04:04:45+00:00,2026-08-18T16:49:07+00:00,27960,28344,15.7,5732.78,941,363,0.25,Java,0.9865
CorentinJ/Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,60091,2019-05-26T08:56:15+00:00,2026-03-09T10:31:58+00:00,953,1122,7.23,2641.58,51,0,162.51,Python,0.8494
ghostty-org/ghostty,https://github.com/ghostty-org/ghostty,59833,2022-03-29T17:38:26+00:00,2026-08-18T19:46:56+00:00,2110,2255,4.39,1603.21,4480,1,0.13,Zig,0.9357
jquery/jquery,https://github.com/jquery/jquery,59779,2009-04-03T15:20:14+00:00,2026-08-12T10:08:27+00:00,2320,2393,17.38,6346.31,902,13,6.53,JavaScript,0.9695
shadowsocks/shadowsocks-windows,https://github.com/shadowsocks/shadowsocks-windows,59565,2013-01-14T07:54:16+00:00,2025-01-01T08:09:55+00:00,2729,2918,13.59,4964.62,290,55,594.61,C#,0.9352
meta-llama/llama,https://github.com/meta-llama/llama,59562,2023-02-14T09:29:12+00:00,2025-01-26T21:42:26+00:00,654,1127,3.51,1281.55,54,0,569.05,Python,0.5803
starship/starship,https://github.com/starship/starship,59467,2019-04-02T03:23:12+00:00,2026-08-17T16:16:09+00:00,1909,2711,7.38,2695.81,3204,141,1.27,Rust,0.7042
FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,59464,2018-06-25T05:33:03+00:00,2024-08-13T13:37:46+00:00,242,359,8.15,2976.72,53,14,735.38,Go,0.6741
termux/termux-app,https://github.com/termux/termux-app,59408,2015-10-23T09:42:46+00:00,2026-07-14T20:47:14+00:00,2654,3151,10.82,3952.55,178,95,35.08,Java,0.8423
rclone/rclone,https://github.com/rclone/rclone,59248,2014-03-16T16:19:57+00:00,2026-08-18T13:56:27+00:00,5198,6175,12.43,4538.27,2490,131,0.37,Go,0.8418
byoungd/up,https://github.com/byoungd/up,59232,2017-05-30T07:18:52+00:00,2026-08-17T05:04:19+00:00,102,132,9.22,3367.65,31,0,1.74,JavaScript,0.7727
pathwaycom/llm-app,https://github.com/pathwaycom/llm-app,59012,2023-07-19T08:43:37+00:00,2026-07-05T17:59:07+00:00,15,20,3.08,1126.59,50,0,44.2,Jupyter Notebook,0.75
meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,59008,2018-04-23T11:45:28+00:00,2026-08-14T09:38:01+00:00,2230,2473,8.32,3039.46,2532,330,4.55,Rust,0.9017
rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,58891,2014-07-17T10:45:10+00:00,2026-08-18T15:53:34+00:00,143,150,12.09,4415.5,1919,0,0.29,Rust,0.9533
penpot/penpot,https://github.com/penpot/penpot,58845,2015-12-29T22:09:07+00:00,2026-08-18T20:19:16+00:00,2466,3129,10.64,3885.03,6924,85,0.1,Clojure,0.7881
rails/rails,https://github.com/rails/rails,58694,2008-04-11T02:19:47+00:00,2026-08-18T21:24:38+00:00,18167,18654,18.35,6703.85,26855,168,0.06,Ruby,0.9739
mvanhorn/last30days-skill,https://github.com/mvanhorn/last30days-skill,58623,2026-01-23T20:37:37+00:00,2026-08-18T17:14:35+00:00,158,244,0.57,207.09,466,41,0.23,Python,0.6475
tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,58589,2014-04-12T16:38:42+00:00,2024-04-15T20:15:56+00:00,49,77,12.35,4511.26,129,0,855.11,Undefined,0.6364
pmndrs/zustand,https://github.com/pmndrs/zustand,58583,2019-04-09T09:10:06+00:00,2026-08-18T00:31:47+00:00,696,698,7.36,2688.57,927,105,0.93,TypeScript,0.9971
angular/angular.js,https://github.com/angular/angular.js,58536,2010-01-06T00:34:37+00:00,2024-04-12T17:43:16+00:00,8644,9033,16.62,6068.93,790,0,858.21,JavaScript,0.9569
MemPalace/mempalace,https://github.com/MemPalace/mempalace,58441,2026-04-05T01:12:07+00:00,2026-08-16T16:19:38+00:00,461,788,0.37,135.9,608,15,2.27,Python,0.585
FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,58008,2025-03-06T14:08:14+00:00,2026-08-16T10:36:18+00:00,472,754,1.45,530.36,116,3,2.51,Python,0.626
ultralytics/yolov5,https://github.com/ultralytics/yolov5,57899,2020-05-18T03:45:11+00:00,2026-08-16T10:37:11+00:00,9413,9443,6.25,2283.79,2320,10,2.51,Python,0.9968
h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate,57592,2010-01-24T18:03:24+00:00,2026-08-10T23:11:22+00:00,1359,1366,16.56,6050.2,846,34,7.98,JavaScript,0.9949
scutan90/DeepLearning-500-questions,https://github.com/scutan90/DeepLearning-500-questions,57535,2018-06-27T06:36:45+00:00,2024-06-26T12:10:14+00:00,81,192,8.14,2974.67,302,0,783.44,JavaScript,0.4219
go-gitea/gitea,https://github.com/go-gitea/gitea,57478,2016-11-01T02:13:26+00:00,2026-08-18T19:13:30+00:00,13610,15958,9.8,3577.86,19728,235,0.15,Go,0.8529
deepfakes/faceswap,https://github.com/deepfakes/faceswap,57469,2017-12-19T09:44:13+00:00,2026-08-05T11:39:37+00:00,899,909,8.66,3164.54,370,5,13.46,Python,0.989
zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,57447,2023-05-02T09:15:31+00:00,2026-08-18T15:18:34+00:00,1241,1242,3.3,1204.56,306,14,0.31,Python,0.9992
karpathy/nanochat,https://github.com/karpathy/nanochat,57292,2025-10-13T13:46:35+00:00,2026-08-02T21:05:23+00:00,117,139,0.85,309.38,84,0,16.07,Python,0.8417
crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,57269,2023-10-27T03:26:59+00:00,2026-08-18T20:05:54+00:00,2013,2125,2.81,1026.81,2115,230,0.11,Python,0.9473
wasabeef/awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,57239,2014-12-24T01:45:03+00:00,2026-06-05T05:39:52+00:00,95,117,11.65,4255.88,91,0,74.71,Undefined,0.812
Textualize/rich,https://github.com/Textualize/rich,57083,2019-11-10T15:28:09+00:00,2026-06-23T03:10:19+00:00,1289,1526,6.77,2473.31,869,177,56.82,Python,0.8447
appwrite/appwrite,https://github.com/appwrite/appwrite,57047,2019-04-08T16:36:25+00:00,2026-08-18T22:37:49+00:00,3950,4469,7.36,2689.26,5243,132,0.01,TypeScript,0.8839
FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,56900,2020-08-27T21:12:14+00:00,2026-08-18T21:15:18+00:00,999,1161,5.97,2182.07,1657,130,0.06,Rust,0.8605
soimort/you-get,https://github.com/soimort/you-get,56870,2012-08-20T15:53:36+00:00,2026-07-25T08:02:33+00:00,0,0,13.99,5111.29,582,123,24.61,Python,0.0
remotion-dev/remotion,https://github.com/remotion-dev/remotion,56727,2020-06-23T19:49:10+00:00,2026-08-18T18:14:56+00:00,3506,3688,6.15,2247.12,6072,672,0.19,TypeScript,0.9507
BerriAI/litellm,https://github.com/BerriAI/litellm,56673,2023-07-27T00:09:52+00:00,2026-08-18T22:40:20+00:00,10500,12178,3.06,1118.94,14419,1000,0.01,Python,0.8622
ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,56664,2017-03-03T21:52:39+00:00,2026-06-25T11:12:50+00:00,604,1379,9.46,3455.04,95,2,54.48,Python,0.438
remix-run/react-router,https://github.com/remix-run/react-router,56556,2014-05-16T22:22:51+00:00,2026-08-18T20:28:07+00:00,8292,8391,12.26,4477.02,3644,344,0.1,TypeScript,0.9882
golang-standards/project-layout,https://github.com/golang-standards/project-layout,56472,2017-09-09T16:33:26+00:00,2026-04-28T17:18:05+00:00,44,116,8.94,3265.26,98,0,112.23,Makefile,0.3793
makeplane/plane,https://github.com/makeplane/plane,56100,2022-11-19T12:55:01+00:00,2026-08-17T20:47:23+00:00,1116,1905,3.75,1368.41,6446,62,1.08,TypeScript,0.5858
Zie619/n8n-workflows,https://github.com/Zie619/n8n-workflows,56099,2025-05-14T08:43:59+00:00,2026-06-24T14:16:03+00:00,80,105,1.26,461.59,34,1,55.36,Python,0.7619
laurent22/joplin,https://github.com/laurent22/joplin,55999,2017-01-16T21:49:41+00:00,2026-08-18T18:49:04+00:00,7616,8233,9.59,3501.04,5987,417,0.17,TypeScript,0.9251
gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,55943,2015-05-21T22:43:05+00:00,2026-08-15T00:01:50+00:00,13910,14127,11.24,4107.0,18302,158,3.95,JavaScript,0.9846
jellyfin/jellyfin,https://github.com/jellyfin/jellyfin,55921,2018-12-09T06:36:45+00:00,2026-08-18T22:07:12+00:00,8312,8688,7.69,2809.67,5625,112,0.03,C#,0.9567
azl397985856/leetcode,https://github.com/azl397985856/leetcode,55761,2018-03-30T09:13:51+00:00,2025-07-16T09:42:17+00:00,248,257,8.39,3063.57,257,40,398.55,JavaScript,0.965
Raphire/Win11Debloat,https://github.com/Raphire/Win11Debloat,55666,2020-10-27T22:26:59+00:00,2026-08-16T20:49:09+00:00,356,388,5.81,2121.01,130,37,2.08,PowerShell,0.9175
firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,55546,2016-09-20T14:35:09+00:00,2026-08-18T21:21:37+00:00,1484,1501,9.91,3619.34,103316,0,0.06,Undefined,0.9887
typst/typst,https://github.com/typst/typst,55511,2019-09-24T21:41:56+00:00,2026-08-17T13:16:08+00:00,3282,4491,6.9,2520.05,2495,30,1.4,Rust,0.7308
FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,55378,2023-03-31T12:23:09+00:00,2026-08-13T12:38:19+00:00,1973,2674,3.39,1236.43,1820,85,5.42,TypeScript,0.7378
AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,55135,2023-04-29T12:52:15+00:00,2025-05-14T10:15:10+00:00,471,503,3.31,1207.41,351,21,461.52,Python,0.9364
twentyhq/twenty,https://github.com/twentyhq/twenty,55101,2022-12-01T13:04:40+00:00,2026-08-18T21:42:04+00:00,6724,6837,3.71,1356.4,14014,102,0.05,TypeScript,0.9835
usestrix/strix,https://github.com/usestrix/strix,55040,2025-08-05T21:28:30+00:00,2026-08-18T22:40:28+00:00,188,313,1.04,378.06,361,26,0.01,Python,0.6006
PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,54976,2016-01-13T23:41:35+00:00,2026-08-18T20:16:01+00:00,12269,13556,10.6,3869.96,8462,214,0.11,C#,0.9051
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,54931,2019-02-24T19:09:45+00:00,2026-08-15T09:23:06+00:00,2492,2620,7.48,2732.15,170,33,3.56,Shell,0.9511
ngosang/trackerslist,https://github.com/ngosang/trackerslist,54903,2016-04-24T11:57:57+00:00,2026-08-18T22:09:39+00:00,528,539,10.32,3768.45,1,0,0.03,Undefined,0.9796
jingyaogong/minimind,https://github.com/jingyaogong/minimind,54810,2024-07-27T04:34:12+00:00,2026-08-06T14:08:38+00:00,608,634,2.06,752.76,12,2,12.36,Python,0.959
TryGhost/Ghost,https://github.com/TryGhost/Ghost,54795,2013-05-04T11:09:13+00:00,2026-08-18T21:58:16+00:00,7297,7326,13.29,4854.49,18401,999,0.03,JavaScript,0.996
facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,54700,2023-03-23T17:03:03+00:00,2024-09-18T17:46:55+00:00,182,718,3.41,1244.24,16,0,699.21,Jupyter Notebook,0.2535
WerWolv/ImHex,https://github.com/WerWolv/ImHex,54493,2020-11-10T14:27:00+00:00,2026-08-18T20:29:24+00:00,1291,1643,5.77,2107.35,782,82,0.1,C++,0.7858
wagoodman/dive,https://github.com/wagoodman/dive,54472,2018-05-13T15:44:01+00:00,2025-12-15T17:20:36+00:00,206,375,8.27,3019.29,164,28,246.23,Go,0.5493
lencx/ChatGPT,https://github.com/lencx/ChatGPT,54449,2022-12-07T09:43:02+00:00,2024-08-29T17:58:11+00:00,372,1280,3.7,1350.54,123,34,719.2,Rust,0.2906
maybe-finance/maybe,https://github.com/maybe-finance/maybe,54321,2024-01-01T22:23:46+00:00,2025-07-24T22:20:44+00:00,0,0,2.63,960.02,1073,28,390.02,Ruby,0.0
psf/requests,https://github.com/psf/requests,54242,2011-02-13T18:38:17+00:00,2026-08-17T19:03:16+00:00,4025,4173,15.51,5665.17,1697,19,1.16,Python,0.9645
vuejs/core,https://github.com/vuejs/core,54213,2018-06-12T13:49:36+00:00,2026-08-18T12:53:02+00:00,5525,6082,8.18,2989.37,4063,292,0.41,TypeScript,0.9084
