name_with_owner,url,stars,created_at,pushed_at,closed_issues,total_issues,age_years,age_days,merged_pull_requests,releases,days_since_update,primary_language,closed_issues_ratio
vbenjs/vue-vben-admin,https://github.com/vbenjs/vue-vben-admin,33162,2020-07-11T02:29:21+00:00,2026-08-18T19:48:00+00:00,4062,4134,6.1,2229.85,1917,63,0.12,Vue,0.9826
cursor/cursor,https://github.com/cursor/cursor,33129,2023-03-12T00:19:42+00:00,2026-05-12T15:25:06+00:00,0,0,3.44,1255.94,49,0,98.31,Undefined,0.0
pear-devs/pear-desktop,https://github.com/pear-devs/pear-desktop,33109,2019-04-19T18:14:40+00:00,2026-08-18T02:51:46+00:00,1535,2075,7.33,2678.19,1659,88,0.83,TypeScript,0.7398
Leey21/awesome-ai-research-writing,https://github.com/Leey21/awesome-ai-research-writing,33067,2026-01-30T07:59:30+00:00,2026-05-18T12:38:36+00:00,21,26,0.55,200.62,0,0,92.42,Undefined,0.8077
datawhalechina/happy-llm,https://github.com/datawhalechina/happy-llm,33041,2024-05-28T03:22:50+00:00,2026-08-08T17:18:48+00:00,81,134,2.23,812.81,30,3,10.23,Jupyter Notebook,0.6045
immutable-js/immutable-js,https://github.com/immutable-js/immutable-js,33039,2014-07-02T06:02:29+00:00,2026-08-17T09:22:33+00:00,1177,1276,12.13,4430.7,682,100,1.56,TypeScript,0.9224
binarywang/WxJava,https://github.com/binarywang/WxJava,33027,2016-01-06T08:24:05+00:00,2026-08-18T07:12:09+00:00,2519,2531,10.62,3877.6,1274,31,0.65,Java,0.9953
ibraheemdev/modern-unix,https://github.com/ibraheemdev/modern-unix,33016,2021-01-12T00:50:14+00:00,2024-09-10T19:48:56+00:00,30,85,5.6,2044.91,15,0,707.12,Undefined,0.3529
adobe/brackets,https://github.com/adobe/brackets,33013,2011-12-07T21:14:40+00:00,2022-06-12T08:19:24+00:00,7063,9678,14.7,5368.06,4332,69,1528.6,JavaScript,0.7298
gulpjs/gulp,https://github.com/gulpjs/gulp,32950,2013-07-04T05:26:06+00:00,2026-02-09T06:30:13+00:00,1906,1936,13.12,4793.72,412,24,190.68,JavaScript,0.9845
tokio-rs/tokio,https://github.com/tokio-rs/tokio,32948,2016-09-09T22:31:36+00:00,2026-08-17T19:51:44+00:00,2368,2684,9.94,3630.01,4008,154,1.12,Rust,0.8823
FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD,32937,2012-09-09T08:25:02+00:00,2026-08-18T05:35:46+00:00,9134,12652,13.94,5091.6,14480,114,0.72,C++,0.7219
0xAX/linux-insides,https://github.com/0xAX/linux-insides,32933,2015-01-03T18:44:57+00:00,2026-08-17T08:46:28+00:00,177,195,11.62,4245.17,650,0,1.58,Python,0.9077
